"","LotArea","YearBuilt","YearRemodAdd","TotalSF","FullBaths","HalfBaths","TotRmsAbvGrd","SaleType","LotConfig","BldgType","SalePrice"
"745","5395","1993","1993","2674","3","0","5","WD","Inside","TwnhsE","180000"
"746","8963","1976","1996","3857","3","2","11","WD","Inside","1Fam","299800"
"747","8795","2000","2000","3208","2","1","8","WD","Inside","1Fam","236000"
"748","11700","1880","2003","3880","1","1","8","WD","Corner","1Fam","265979"
"749","10593","1996","1996","3440","3","0","7","WD","Inside","1Fam","260400"
"750","8405","1945","1950","1529","2","0","9","WD","Inside","1Fam","98000"
"751","8800","1910","2004","1716","1","0","7","WD","Corner","1Fam","96500"
"752","7750","2003","2003","1980","2","1","6","WD","Inside","1Fam","162000"
"753","9236","1997","1997","2973","3","0","6","WD","Inside","1Fam","217000"
"754","10240","2005","2005","3128","2","1","8","WD","Inside","1Fam","275500"
"755","7930","1969","2005","2052","2","0","5","WD","Inside","1Fam","156000"
"756","3230","1999","1999","2200","2","1","6","WD","Inside","TwnhsE","172500"
"757","10769","2007","2007","2634","2","1","7","WD","Inside","1Fam","212000"
"758","11616","1978","1978","2058","2","1","6","WD","CulDSac","1Fam","158900"
"759","2280","1999","1999","2245","2","1","6","WD","Inside","Twnhs","179400"
"760","12257","1995","1995","3849","2","1","9","WD","Inside","1Fam","290000"
"761","9100","1959","1959","1728","1","0","5","WD","Inside","1Fam","127500"
"762","6911","1924","1950","2446","1","0","5","WD","FR2","1Fam","100000"
"763","8640","2009","2009","2303","2","1","7","Con","Inside","1Fam","215200"
"764","9430","1999","1999","3617","3","1","8","WD","Inside","1Fam","337000"
"765","9549","1995","1996","2988","2","1","6","WD","CulDSac","TwnhsE","270000"
"766","14587","2008","2008","3004","2","0","6","New","Inside","1Fam","264132"
"767","10421","1988","1988","2694","2","1","7","WD","Inside","1Fam","196500"
"768","12508","1940","1985","2733","3","0","7","WD","Inside","1Fam","160000"
"769","9100","2004","2005","3696","2","0","8","WD","Inside","1Fam","216837"
"770","53504","2003","2003","4929","4","1","12","WD","CulDSac","1Fam","538000"
"771","7252","1982","1982","1716","2","0","5","WD","CulDSac","1Fam","134900"
"772","8877","1951","1951","2056","1","0","6","COD","Inside","1Fam","102000"
"773","7819","1976","1976","2146","2","0","6","WD","Inside","1Fam","107000"
"774","10150","1958","1958","1824","1","0","5","COD","Inside","1Fam","114500"
"775","14226","2006","2006","3908","2","0","9","New","Corner","1Fam","395000"
"776","4500","1998","1998","2408","3","0","5","WD","FR2","TwnhsE","162000"
"777","11210","2005","2006","3228","2","0","7","New","Inside","1Fam","221500"
"778","13350","1974","1974","1758","2","0","5","WD","Inside","1Fam","142500"
"779","8400","1977","1977","2020","2","0","10","WD","Inside","Duplex","144000"
"780","10530","1977","1977","1979","2","0","4","WD","Inside","Duplex","135000"
"781","7875","1995","1996","2490","2","0","6","WD","Inside","1Fam","176000"
"782","7153","1992","1992","2364","2","1","7","WD","Inside","1Fam","175900"
"783","16285","2001","2002","2843","2","0","6","WD","Inside","1Fam","187100"
"784","9101","1978","1978","2207","2","0","4","WD","Corner","1Fam","165500"
"785","6300","1914","2001","2226","2","0","9","WD","Inside","1Fam","128000"
"786","9790","1967","1967","2714","2","0","7","WD","Inside","1Fam","161500"
"787","10800","1915","1950","2338","3","0","7","WD","Inside","1Fam","139000"
"788","10142","2004","2004","3040","3","1","8","WD","Inside","1Fam","233000"
"789","6000","1954","2000","1802","1","0","4","WD","Corner","1Fam","107900"
"790","12205","1966","2007","2919","2","1","9","WD","Inside","1Fam","187500"
"791","3182","2005","2006","2290","2","0","5","WD","Inside","TwnhsE","160200"
"792","11333","1976","1976","2091","2","0","5","WD","Corner","1Fam","146800"
"793","9920","1996","1997","3130","3","1","8","WD","CulDSac","1Fam","269790"
"794","9158","2007","2007","2992","2","0","7","New","Inside","1Fam","225000"
"795","10832","1994","1996","2607","2","1","7","WD","Corner","1Fam","194500"
"796","8400","1980","1981","2214","2","1","7","WD","Inside","1Fam","171000"
"797","8197","1977","1977","1945","1","1","7","WD","Inside","1Fam","143500"
"798","7677","1953","1953","1546","1","0","4","WD","Inside","1Fam","110000"
"799","13518","2008","2009","5066","3","1","11","New","Inside","1Fam","485000"
"800","7200","1937","1950","2499","2","1","7","WD","Corner","1Fam","175000"
"801","12798","1997","1997","2304","3","1","8","WD","Inside","1Fam","200000"
"802","4800","1916","1990","2392","2","0","5","WD","Inside","1Fam","109900"
"803","8199","2005","2005","2184","3","1","7","WD","Inside","1Fam","189000"
"804","13891","2008","2009","4556","3","1","12","New","Inside","1Fam","582933"
"805","9000","1954","1954","2064","1","0","5","WD","Inside","1Fam","118000"
"806","12274","2008","2008","2845","2","0","6","New","FR2","1Fam","227680"
"807","9750","1967","1967","1960","2","0","6","WD","Inside","1Fam","135500"
"808","21384","1923","2004","2900","3","1","6","WD","Inside","1Fam","223500"
"809","13400","1966","1966","2110","2","0","6","WD","Inside","1Fam","159950"
"810","8100","1898","1965","2987","2","0","11","WD","Corner","1Fam","106000"
"811","10140","1974","1999","2349","2","1","5","WD","Inside","1Fam","181000"
"812","4438","2004","2004","1696","2","0","4","ConLD","Inside","TwnhsE","144500"
"813","8712","1952","1952","1584","1","0","4","WD","Inside","1Fam","55993"
"814","9750","1958","1958","2884","1","1","7","COD","Inside","1Fam","157900"
"815","8248","1918","1950","1936","1","2","7","WD","Inside","1Fam","116000"
"816","12137","1998","1998","3310","2","0","6","WD","CulDSac","1Fam","224900"
"817","11425","1954","1954","2016","1","0","4","WD","Corner","1Fam","137000"
"818","13265","2002","2002","3257","3","0","7","WD","CulDSac","1Fam","271000"
"819","8816","1971","1971","2062","2","0","6","WD","Inside","1Fam","155000"
"820","6371","2009","2010","2716","3","0","6","New","Inside","TwnhsE","224000"
"821","7226","2003","2003","2438","2","1","6","WD","CulDSac","1Fam","183000"
"822","6000","1953","1953","1872","1","0","4","WD","Inside","2fmCon","93000"
"823","12394","2003","2003","2580","2","1","7","WD","Corner","1Fam","225000"
"824","9900","1940","1950","2267","2","0","7","WD","Inside","1Fam","139500"
"825","11216","2006","2006","2978","2","0","7","New","Inside","1Fam","232600"
"826","14803","2007","2008","4162","3","0","7","New","Inside","1Fam","385000"
"827","6130","1924","1950","1568","2","0","5","WD","Inside","1Fam","109500"
"828","8529","2001","2001","2888","2","0","6","WD","Inside","1Fam","189000"
"829","28698","1967","1967","3139","2","2","7","WD","CulDSac","1Fam","185000"
"830","2544","2005","2005","1823","2","1","4","WD","Inside","Twnhs","147400"
"831","11900","1957","1957","2784","2","1","6","WD","Corner","1Fam","166000"
"832","3180","2005","2005","1800","2","1","4","WD","Inside","TwnhsE","151000"
"833","9548","2003","2003","2770","3","1","7","WD","CulDSac","1Fam","237000"
"834","10004","1964","1964","3032","1","1","6","WD","Inside","1Fam","167000"
"835","7875","1961","1961","2288","2","0","6","WD","Inside","1Fam","139950"
"836","9600","1950","1995","2134","2","0","4","WD","Inside","1Fam","128000"
"837","8100","1948","1973","3118","2","0","5","COD","Inside","1Fam","153500"
"838","1680","1973","1973","1470","2","1","5","WD","Inside","Twnhs","100000"
"839","9525","1995","2006","2198","1","1","6","WD","Inside","1Fam","144000"
"840","11767","1946","1995","1968","1","0","6","WD","Inside","1Fam","130500"
"841","12155","1925","1950","2154","2","0","7","WD","Inside","1Fam","140000"
"842","10440","1904","2002","2189","2","0","8","WD","Inside","1Fam","157500"
"843","9020","1966","1966","2292","2","1","6","WD","Inside","1Fam","174900"
"844","8000","1961","1961","3600","2","0","10","WD","Corner","Duplex","141000"
"845","12665","1915","1950","2292","1","1","7","WD","Inside","1Fam","153900"
"846","16647","1975","1981","3091","3","0","6","WD","CulDSac","1Fam","171000"
"847","9317","1993","1993","2515","3","1","7","WD","Inside","1Fam","213000"
"848","15523","1972","1972","1728","2","0","5","WD","CulDSac","1Fam","133500"
"849","45600","1908","1997","3265","3","0","10","WD","Inside","1Fam","240000"
"850","9600","1976","1994","2383","2","1","7","WD","FR2","1Fam","187000"
"851","4435","2003","2003","1696","2","0","3","WD","Inside","TwnhsE","131500"
"852","3196","2003","2003","2729","2","0","7","WD","Inside","TwnhsE","215000"
"853","7128","1941","1950","2564","2","0","7","WD","Inside","1Fam","164000"
"854","12095","1964","1964","2572","1","1","7","WD","Corner","1Fam","158000"
"855","17920","1955","1974","3542","2","1","6","WD","Inside","1Fam","170000"
"856","6897","1962","2010","2080","2","1","6","WD","Corner","1Fam","127000"
"857","10970","1978","1978","1966","2","0","5","WD","Inside","1Fam","147000"
"858","8125","1994","1995","2183","2","1","6","WD","Inside","1Fam","174000"
"859","10400","1976","1976","2460","2","0","6","WD","Inside","1Fam","152000"
"860","11029","1968","1984","3708","3","1","9","WD","Corner","1Fam","250000"
"861","7642","1918","1998","2338","1","1","7","WD","Corner","1Fam","189950"
"862","11625","1965","1965","2078","2","1","6","WD","Inside","2fmCon","131500"
"863","9672","1984","1985","2137","2","0","6","WD","Corner","1Fam","152000"
"864","7931","1959","1959","2296","2","0","6","WD","Inside","1Fam","132500"
"865","8640","2007","2008","2744","2","0","6","New","Inside","1Fam","250580"
"866","8750","1970","1970","2004","2","0","5","WD","Inside","1Fam","148500"
"867","10656","2006","2007","3284","2","0","6","New","Inside","1Fam","248900"
"868","6970","1961","1961","2160","2","1","5","WD","Corner","1Fam","129000"
"869","14762","1948","1950","2320","2","0","7","WD","Corner","1Fam","169000"
"870","9938","1993","1994","2999","3","1","8","WD","Inside","1Fam","236000"
"871","6600","1962","1962","1788","1","0","5","WD","Inside","1Fam","109500"
"872","8750","1998","1998","2486","2","1","7","WD","Inside","1Fam","200500"
"873","8892","1953","1996","1015","1","0","5","WD","Corner","1Fam","116000"
"874","12144","1949","1950","2100","1","0","6","WD","Inside","1Fam","133000"
"875","5720","1941","1950","1807","1","1","5","WD","Inside","1Fam","66500"
"876","9000","2007","2007","3794","2","1","11","New","Inside","1Fam","303477"
"877","25286","1963","1963","2104","2","0","5","WD","Inside","1Fam","132250"
"878","8834","2004","2005","3686","3","1","10","WD","Inside","1Fam","350000"
"879","11782","1961","1995","2264","2","0","6","WD","Inside","1Fam","148000"
"880","7000","1978","2005","1728","2","0","6","WD","CulDSac","1Fam","136500"
"881","7024","2005","2006","2180","2","1","5","WD","Inside","1Fam","157000"
"882","13758","1990","1991","2873","2","1","7","WD","CulDSac","1Fam","187500"
"883","9636","1992","1993","2401","2","1","7","WD","Corner","1Fam","178000"
"884","6204","1912","1950","3025","2","0","10","WD","Inside","1Fam","118500"
"885","7150","1967","1967","1784","1","0","5","WD","Inside","1Fam","100000"
"886","5119","1999","2000","3407","3","0","5","CWD","CulDSac","TwnhsE","328900"
"887","8393","1959","2005","3338","2","0","8","WD","Corner","Duplex","145000"
"888","16466","1955","1955","2209","1","1","8","WD","Inside","1Fam","135500"
"889","15865","1970","1970","4434","3","0","8","WD","Inside","1Fam","268000"
"890","12160","1953","1953","3010","2","0","6","WD","Inside","1Fam","149500"
"891","8064","1949","2006","1596","1","0","6","WD","Corner","1Fam","122900"
"892","11184","1978","1978","2601","2","1","7","WD","Inside","1Fam","172500"
"893","8414","1963","2003","2127","1","1","6","WD","Inside","1Fam","154500"
"894","13284","1954","1954","2766","2","0","6","WD","Inside","1Fam","165000"
"895","7018","1979","1979","1535","2","0","8","WD","Inside","Duplex","118858"
"896","7056","1963","1963","2576","2","1","8","WD","Inside","1Fam","140000"
"897","8765","1936","1950","1902","1","0","6","WD","Inside","1Fam","106500"
"898","7018","1979","1979","2240","2","0","12","WD","Inside","Duplex","142953"
"899","12919","2009","2010","4694","3","1","11","New","Inside","1Fam","611657"
"900","6993","1961","1994","2148","1","0","6","WD","Inside","1Fam","135000"
"901","7340","1971","1971","1716","1","0","4","WD","Inside","1Fam","110000"
"902","8712","1957","2000","2298","2","0","5","WD","Inside","1Fam","153000"
"903","7875","2003","2003","2292","2","1","8","WD","Inside","1Fam","180000"
"904","14859","2006","2006","3340","2","0","7","New","CulDSac","1Fam","240000"
"905","6173","1967","1967","1778","1","0","6","WD","Inside","1Fam","125500"
"906","9920","1954","1954","2119","2","0","6","WD","Inside","1Fam","128000"
"907","13501","2006","2006","3259","3","0","8","WD","Corner","1Fam","255000"
"908","11500","1936","1987","3074","1","1","6","WD","Inside","1Fam","250000"
"909","8885","1983","1983","1766","2","0","5","WD","Inside","1Fam","131000"
"910","12589","2005","2005","2226","2","1","8","WD","Inside","1Fam","174000"
"911","11600","1960","1960","3379","2","0","12","WD","Corner","Duplex","154300"
"912","9286","1977","1989","2536","1","1","5","WD","CulDSac","1Fam","143500"
"913","6120","1925","1950","1783","1","0","6","WD","Inside","1Fam","88000"
"914","6270","1949","1950","3003","2","0","8","WD","Inside","Duplex","145000"
"915","3000","2009","2009","1836","2","1","4","New","Inside","TwnhsE","173733"
"916","2001","1970","1970","1638","1","1","6","WD","Inside","Twnhs","75000"
"917","9000","1949","1950","960","1","0","4","WD","Inside","1Fam","35311"
"918","17140","1956","1956","2363","1","0","6","WD","Inside","1Fam","135000"
"919","13125","1991","1991","3231","3","1","8","WD","Corner","1Fam","238000"
"920","11029","1958","2002","2598","2","0","6","WD","Corner","1Fam","176500"
"921","8462","1994","1994","2649","2","2","7","WD","Inside","1Fam","201000"
"922","8777","1900","2003","3472","4","2","9","WD","Inside","Duplex","145900"
"923","10237","2005","2006","2632","2","0","6","New","Inside","1Fam","169990"
"924","8012","1993","1994","3221","3","0","5","WD","Inside","TwnhsE","193000"
"925","10240","1980","1980","3372","3","0","7","WD","Inside","1Fam","207500"
"926","15611","1977","1977","2252","2","1","6","WD","Corner","1Fam","175000"
"927","11999","2003","2004","3555","2","1","10","WD","Inside","1Fam","285000"
"928","9900","1968","1968","2810","2","1","9","WD","Inside","1Fam","176000"
"929","11838","2001","2001","3541","2","0","7","WD","Inside","1Fam","236500"
"930","13006","1997","1997","3200","2","1","8","WD","Corner","1Fam","222000"
"931","8925","2007","2007","2932","2","0","7","WD","Inside","1Fam","201000"
"932","9100","1965","1965","1850","1","1","5","WD","Inside","1Fam","117500"
"933","11670","2006","2006","3810","2","0","8","WD","Corner","1Fam","320000"
"934","8487","2004","2004","3000","2","0","6","WD","FR2","1Fam","190000"
"935","27650","1960","2007","2654","3","0","9","WD","Inside","1Fam","242000"
"936","5825","1926","1953","1347","1","0","5","WD","Inside","1Fam","79900"
"937","10083","2003","2003","2376","3","0","5","WD","Inside","1Fam","184900"
"938","9675","2005","2005","3084","2","1","8","WD","Inside","1Fam","253000"
"939","8760","2006","2006","3353","2","1","7","New","Inside","1Fam","239799"
"940","24090","1940","1950","3435","2","0","10","COD","Inside","1Fam","244400"
"941","12640","1976","1976","3456","2","0","8","WD","Inside","Duplex","150900"
"942","8755","1999","1999","3052","3","1","8","WD","FR2","1Fam","214000"
"943","7711","1977","1977","2880","4","0","8","Oth","Inside","Duplex","150000"
"944","25000","1967","1967","3264","2","0","8","WD","Inside","Duplex","143000"
"945","14375","1958","1958","2163","1","1","7","COD","CulDSac","1Fam","137500"
"946","8820","1890","1996","2957","1","0","7","WD","Corner","1Fam","124900"
"947","8163","1959","1959","2288","2","0","6","WD","Inside","1Fam","143000"
"948","14536","2002","2003","3245","3","0","9","WD","Inside","1Fam","270000"
"949","14006","2002","2002","2712","2","1","7","WD","Inside","1Fam","192500"
"950","9360","1972","2006","2542","2","1","5","WD","Inside","1Fam","197500"
"951","7200","1950","2002","1728","2","0","5","WD","Inside","1Fam","129000"
"952","7800","1965","1965","1793","2","0","6","WD","Corner","1Fam","119900"
"953","7200","1972","2003","1536","1","1","5","WD","Inside","1Fam","133900"
"954","11075","1969","1969","2752","2","2","7","WD","Inside","1Fam","172000"
"955","9400","1975","1975","1925","2","2","4","WD","CulDSac","Duplex","127500"
"956","7136","1946","1950","2937","2","0","8","WD","Inside","Duplex","145000"
"957","1300","1980","1980","1790","1","1","5","WD","Inside","TwnhsE","124000"
"958","7420","1962","1962","2114","1","0","6","WD","Inside","1Fam","132000"
"959","8450","2003","2003","2674","3","0","6","WD","Inside","1Fam","185000"
"960","2572","1999","1999","2112","3","1","6","WD","FR2","Twnhs","155000"
"961","7207","1958","2008","1716","2","0","4","WD","Inside","1Fam","116500"
"962","12227","1977","1995","4202","3","1","11","WD","Corner","1Fam","272000"
"963","2308","1976","1976","2352","3","1","7","WD","Corner","TwnhsE","155000"
"964","11923","2007","2007","3600","2","0","7","WD","Corner","1Fam","239000"
"965","11316","2002","2003","2711","3","1","8","WD","Corner","1Fam","214900"
"966","10237","2005","2007","2267","2","1","8","New","Inside","1Fam","178900"
"967","9600","1940","1950","2036","2","1","7","WD","Inside","1Fam","160000"
"968","7390","1955","1955","2196","2","0","6","WD","Inside","1Fam","135000"
"969","5925","1910","1950","1568","1","0","6","WD","Inside","1Fam","37900"
"970","10382","1958","1958","1683","2","0","6","ConLD","Inside","2fmCon","140000"
"971","10800","1949","1950","1912","1","1","6","WD","Inside","1Fam","135000"
"972","2268","2003","2004","2390","2","0","6","WD","Inside","Twnhs","173000"
"973","7892","1979","1979","1836","2","0","5","WD","Inside","TwnhsE","99500"
"974","11639","2007","2008","2856","2","0","6","New","Corner","1Fam","182000"
"975","11414","1910","1993","2747","1","0","8","WD","Corner","1Fam","167500"
"976","2651","2000","2000","2055","3","1","6","WD","FR2","Twnhs","165000"
"977","5900","1923","1958","1309","1","0","4","WD","Inside","1Fam","85500"
"978","4274","2006","2007","2482","2","1","4","New","Inside","TwnhsE","199900"
"979","9450","1954","1954","1788","1","0","5","WD","Inside","1Fam","110000"
"980","8816","1963","1963","2242","2","0","5","WD","Corner","1Fam","139000"
"981","12122","1961","2007","1943","2","0","6","WD","Corner","1Fam","178400"
"982","12203","1998","1999","3837","3","1","8","WD","Corner","1Fam","336000"
"983","3182","2007","2007","2532","2","0","6","WD","Inside","1Fam","159895"
"984","11250","2002","2002","3418","2","1","9","WD","Corner","1Fam","255900"
"985","10125","1977","1977","1734","2","0","8","COD","Inside","Duplex","126000"
"986","10880","1950","1950","2328","2","0","5","ConLD","Inside","2fmCon","125000"
"987","5310","1910","2003","2120","1","0","5","WD","Corner","1Fam","117000"
"988","10159","2009","2010","3870","3","1","8","New","Inside","1Fam","395192"
"989","12046","1976","1976","2878","2","1","8","WD","Inside","1Fam","195000"
"990","8125","2006","2006","2346","2","1","6","New","Inside","1Fam","197000"
"991","9452","1997","1998","3788","3","1","7","WD","Inside","1Fam","348000"
"992","17671","1882","1986","2658","1","1","8","WD","Corner","1Fam","168000"
"993","9760","1964","1993","2673","2","1","7","WD","Inside","1Fam","187000"
"994","8846","2005","2006","2250","2","1","6","New","Inside","1Fam","173900"
"995","12456","2006","2007","3418","3","0","7","WD","FR2","1Fam","337500"
"996","4712","1946","1950","1977","2","1","5","WD","Inside","1Fam","121600"
"997","10659","1961","1961","2100","2","0","6","COD","Inside","1Fam","136500"
"998","11717","1970","1970","2884","2","0","6","WD","Inside","1Fam","185000"
"999","9786","1922","1950","2084","1","0","6","WD","Inside","1Fam","91000"
"1000","6762","2006","2006","2395","3","0","6","WD","Inside","1Fam","206000"
"1001","10206","1952","1952","944","1","0","4","WD","Corner","1Fam","82000"
"1002","5400","1920","1950","1382","1","0","4","WD","Corner","1Fam","86000"
"1003","11957","2006","2006","3148","2","0","7","WD","Inside","1Fam","232000"
"1004","11500","1976","1976","3360","2","0","8","WD","Corner","Duplex","136905"
"1005","3182","2005","2006","2850","2","0","7","WD","Inside","TwnhsE","181000"
"1006","8385","1977","1977","1970","2","0","6","WD","Inside","1Fam","149900"
"1007","12155","1970","1970","3314","2","1","7","WD","Inside","1Fam","163500"
"1008","2217","1970","1970","1638","1","1","6","WD","Inside","TwnhsE","88000"
"1009","12118","2004","2005","3420","2","0","7","WD","CulDSac","1Fam","240000"
"1010","6000","1926","1950","2530","2","0","7","WD","Inside","1Fam","102000"
"1011","21286","1948","1950","1991","2","0","7","WD","Inside","1Fam","135000"
"1012","9825","1965","1965","1664","2","0","8","WD","Inside","Duplex","100000"
"1013","10592","1923","1996","2104","1","1","7","WD","Inside","1Fam","165000"
"1014","7200","1910","2006","2044","2","0","4","WD","Inside","1Fam","85000"
"1015","11664","1948","1950","2164","1","0","5","WD","Inside","1Fam","119200"
"1016","8400","2001","2001","2475","3","1","6","WD","Inside","1Fam","227000"
"1017","11883","1996","1996","3008","3","0","6","WD","Inside","1Fam","203000"
"1018","5814","1984","1984","2580","2","0","4","COD","CulDSac","TwnhsE","187500"
"1019","10784","1991","1992","1856","2","1","7","WD","FR2","1Fam","160000"
"1020","3013","2005","2005","2868","2","0","6","WD","Inside","TwnhsE","213490"
"1021","7024","2005","2005","2264","2","1","5","WD","Inside","1Fam","176000"
"1022","7406","2006","2006","2419","3","0","6","New","Inside","1Fam","194000"
"1023","9439","1930","1950","2160","1","0","6","WD","Inside","1Fam","87000"
"1024","3182","2005","2006","2850","2","0","7","WD","Inside","TwnhsE","191000"
"1025","15498","1976","1976","4463","3","0","10","COD","Corner","1Fam","287000"
"1026","7700","1972","1972","1764","2","0","5","WD","Corner","1Fam","112500"
"1027","9300","1960","1960","2532","2","0","6","WD","Inside","1Fam","167500"
"1028","9520","2007","2008","3284","3","0","7","New","Inside","1Fam","293077"
"1029","9492","1941","1950","2144","2","0","6","WD","Inside","1Fam","105000"
"1030","1680","1972","1972","1890","1","2","7","WD","Inside","Twnhs","118000"
"1031","7082","1916","1995","2614","2","0","10","WD","Inside","2fmCon","160000"
"1032","15863","1920","1970","3906","3","1","12","WD","Corner","1Fam","197000"
"1033","14541","1993","1993","3858","3","1","10","WD","Corner","1Fam","310000"
"1034","8125","2002","2002","3308","3","0","6","WD","Inside","1Fam","230000"
"1035","6305","1938","1950","1874","1","0","5","WD","Inside","1Fam","119750"
"1036","11500","1957","1957","845","1","0","5","WD","CulDSac","1Fam","84000"
"1037","12898","2007","2008","3240","3","0","6","WD","Inside","1Fam","315500"
"1038","9240","2001","2002","3318","2","1","7","WD","Inside","1Fam","287000"
"1039","1533","1970","2008","1890","1","1","6","WD","Inside","Twnhs","97000"
"1040","1477","1970","1970","1260","2","0","3","WD","Inside","TwnhsE","80000"
"1041","13125","1957","2000","2937","3","0","8","WD","Corner","1Fam","155000"
"1042","9130","1966","2000","2432","1","2","7","WD","Inside","1Fam","173000"
"1043","5381","2005","2005","2612","3","0","5","WD","Inside","Twnhs","196000"
"1044","11839","1990","1990","3804","3","1","10","WD","Inside","1Fam","262280"
"1045","9600","1981","1981","5048","3","1","9","WD","Inside","1Fam","278000"
"1046","13680","1955","1955","1733","2","0","8","WD","CulDSac","1Fam","139600"
"1047","16056","2005","2006","4860","3","1","11","New","Inside","1Fam","556581"
"1048","9245","1994","1995","1980","1","1","5","WD","Inside","1Fam","145000"
"1049","21750","1960","2006","1771","1","0","9","WD","Inside","1Fam","115000"
"1050","11100","1946","2006","930","1","0","6","WD","Inside","1Fam","84900"
"1051","8993","2007","2007","2604","2","0","6","New","Inside","1Fam","176485"
"1052","11175","2007","2007","2632","2","0","6","New","Corner","1Fam","200141"
"1053","9500","1964","1978","2793","1","2","9","WD","Corner","1Fam","165000"
"1054","8562","1957","2002","2742","1","0","7","WD","Inside","1Fam","144500"
"1055","11367","2002","2002","3054","3","1","7","WD","Corner","1Fam","255000"
"1056","11361","1976","1976","2716","2","1","7","COD","Inside","1Fam","180000"
"1057","7052","2005","2005","2728","3","0","6","WD","Inside","TwnhsE","185850"
"1058","29959","1994","1994","2823","2","1","7","WD","FR2","1Fam","248000"
"1059","11308","2008","2008","3288","3","1","10","WD","Inside","1Fam","335000"
"1060","11275","1932","1950","2845","1","1","7","WD","Corner","1Fam","220000"
"1061","4920","2001","2001","2676","3","0","6","WD","Inside","TwnhsE","213500"
"1062","18000","1935","1950","1788","1","0","6","ConLD","Inside","1Fam","81000"
"1063","13600","1900","1950","2999","2","0","10","WD","Inside","2fmCon","90000"
"1064","6000","1925","1980","2206","1","0","5","WD","Inside","1Fam","110500"
"1065","11000","1966","1966","2308","1","1","6","WD","CulDSac","1Fam","154000"
"1066","14000","1996","1997","3566","3","1","7","WD","Inside","1Fam","328000"
"1067","7837","1993","1994","2370","2","1","7","WD","Inside","1Fam","178000"
"1068","9760","1964","1964","2391","2","1","7","WD","Inside","1Fam","167900"
"1069","3964","1973","1973","3463","3","1","10","WD","Inside","TwnhsE","151400"
"1070","9600","1949","2003","1738","1","1","4","WD","Inside","1Fam","135000"
"1071","10152","1956","1956","2096","2","0","6","WD","Inside","1Fam","135000"
"1072","11700","1968","1968","2283","1","1","8","WD","Inside","1Fam","154000"
"1073","7585","1948","1950","2266","2","1","7","WD","Inside","1Fam","91500"
"1074","7950","1977","1977","2116","1","1","6","WD","Corner","1Fam","159500"
"1075","8556","2006","2006","2480","2","0","5","WD","Inside","1Fam","194000"
"1076","13125","1940","1984","2540","1","1","6","CWD","Inside","1Fam","219500"
"1077","10800","1936","1989","2262","2","1","7","WD","Inside","1Fam","170000"
"1078","15870","1969","1969","2192","2","0","6","WD","Corner","1Fam","138800"
"1079","4435","2004","2004","1696","2","0","3","WD","Inside","TwnhsE","155900"
"1080","8775","1994","1994","1980","1","0","5","WD","Inside","1Fam","126000"
"1081","11040","1971","2004","2516","2","1","5","COD","Inside","1Fam","145000"
"1082","7500","1963","1963","2080","2","1","5","WD","Corner","1Fam","133000"
"1083","8749","2002","2002","2918","2","0","6","WD","Inside","1Fam","192000"
"1084","8800","1964","1964","2502","2","0","6","WD","Inside","1Fam","160000"
"1085","13031","1995","1996","2189","2","1","6","WD","Corner","1Fam","187500"
"1086","9069","1992","1992","1932","2","0","5","WD","Inside","1Fam","147000"
"1087","1974","1973","1973","1638","1","1","6","WD","Inside","TwnhsE","83500"
"1088","10574","2005","2006","3035","2","1","9","WD","Inside","1Fam","252000"
"1089","2522","2004","2004","2679","2","0","7","WD","Inside","Twnhs","137500"
"1090","3316","2005","2005","2494","2","1","4","WD","Inside","TwnhsE","197000"
"1091","8544","1950","1950","1040","2","0","6","WD","Corner","Duplex","92900"
"1092","2160","1999","2000","1852","3","1","4","WD","Inside","Twnhs","160000"
"1093","8400","1925","1950","2875","2","0","7","WD","Inside","1Fam","136500"
"1094","9230","1965","1998","2064","2","1","6","WD","Corner","1Fam","146000"
"1095","5868","1956","2000","1872","2","0","4","WD","Inside","1Fam","129000"
"1096","9317","2006","2006","2628","2","0","6","WD","Inside","1Fam","176432"
"1097","6882","1914","2006","2039","1","1","7","WD","Inside","1Fam","127000"
"1098","3696","1986","1986","2162","1","1","5","WD","Inside","TwnhsE","170000"
"1099","6000","1936","1950","1996","1","0","6","WD","Inside","1Fam","128000"
"1100","11880","1978","1978","2872","2","0","7","COD","Inside","1Fam","157000"
"1101","8400","1920","1950","728","1","0","3","WD","Inside","1Fam","60000"
"1102","9758","1971","1971","1900","1","0","5","WD","Inside","1Fam","119500"
"1103","7000","1960","2002","2144","1","0","6","WD","Inside","1Fam","135000"
"1104","8910","1959","1959","1849","1","1","6","WD","Corner","1Fam","159500"
"1105","2016","1970","1970","1932","2","1","6","WD","Inside","TwnhsE","106000"
"1106","12256","1994","1995","4085","3","1","9","WD","Corner","1Fam","325000"
"1107","10357","1990","1991","2352","3","0","6","WD","Corner","1Fam","179900"
"1108","23257","2006","2006","2889","2","1","9","New","CulDSac","1Fam","274725"
"1109","8063","2000","2000","2614","2","1","7","WD","Inside","1Fam","181000"
"1110","11362","2004","2005","3672","3","0","7","WD","Inside","1Fam","280000"
"1111","8000","1995","1996","2431","3","1","8","WD","Inside","1Fam","188000"
"1112","10480","1976","1976","2767","2","1","8","WD","Inside","1Fam","205000"
"1113","7100","1957","1957","1632","2","0","5","WD","Corner","1Fam","129900"
"1114","8923","1953","2006","2016","2","0","6","WD","Inside","1Fam","134500"
